date,open,high,low,close,volume
2020-02-19,102302.41,102802.94,101195.59,101679.11,142632
2020-02-20,101841.00,104937.59,100912.05,104761.85,175513
2020-02-21,104698.55,107314.16,98116.30,98254.92,437774
2020-02-24,98546.99,101052.54,97299.67,100218.08,76206
2020-02-25,100225.69,102428.05,99614.72,99782.81,92200
2020-02-26,100255.59,101072.25,98799.34,100748.96,42418
2020-02-27,99996.43,100283.27,96730.45,97063.10,217817
2020-02-28,97242.13,101547.34,96900.85,100531.98,182628
2020-03-02,99376.28,101277.57,98051.89,100373.21,317639
2020-03-03,100060.31,102664.72,99530.30,102436.99,77394
2020-03-04,102900.70,104243.08,100455.77,101068.30,234774
2020-03-05,101031.65,103989.98,100806.99,103376.20,56071
2020-03-06,104696.27,104893.30,101570.79,103455.31,139051
2020-03-09,102939.24,103094.77,98519.12,99846.22,496792
2020-03-10,99473.17,100090.29,98171.53,99987.64,122709
2020-03-11,99832.88,105077.82,99532.39,103171.76,128217
2020-03-12,102620.78,106806.45,101778.05,106150.47,334505
2020-03-13,106082.92,110795.09,105614.83,110681.28,132169
2020-03-16,110947.13,112222.79,110088.88,110124.63,179540
2020-03-17,110043.48,113588.39,109976.53,112875.94,705328
2020-03-18,113001.56,114518.41,110984.17,113976.50,59923
2020-03-19,114251.74,117123.56,111319.17,116165.78,169374
2020-03-20,116152.36,117378.81,115918.78,116918.42,212840
2020-03-23,117666.88,119833.03,115570.25,118356.69,89048
2020-03-24,118490.97,122198.76,118460.16,121109.21,74139
2020-03-25,121331.12,122759.18,117393.06,117849.32,117358
2020-03-26,117310.72,118201.26,115330.05,116902.98,147163
2020-03-27,116565.93,118667.62,114711.08,118284.96,458048
2020-03-30,118106.71,119060.03,116961.02,117987.23,213705
2020-03-31,118360.41,119666.80,117799.54,118477.15,250891
2020-04-01,118931.87,119458.43,116982.71,117815.51,138757
2020-04-02,116785.87,117101.60,115707.12,115796.42,127316
2020-04-03,115854.65,116930.19,114726.21,114754.11,118706
2020-04-06,114456.95,114627.18,110086.46,110177.78,126473
2020-04-07,109935.33,109941.68,107312.62,107653.52,97547
2020-04-08,108082.99,110131.65,107749.21,108217.94,286096
2020-04-09,107920.24,113007.71,107205.96,112013.94,68648
2020-04-10,111980.94,114602.93,111956.84,112144.85,409691
2020-04-13,112199.29,112993.01,108381.43,110114.26,164142
2020-04-14,110269.42,111836.12,106283.94,107785.83,124223
2020-04-15,107839.78,109984.16,106563.64,109814.39,353383
2020-04-16,109944.15,112894.08,108620.34,112619.24,208954
2020-04-17,112469.84,113691.05,110556.87,110962.18,62269
2020-04-20,111105.68,112326.16,106174.33,107135.48,262667
2020-04-21,107360.09,109972.19,106604.34,109555.67,260508
2020-04-22,108826.63,111124.22,107331.83,109634.95,637551
2020-04-23,109982.63,110543.33,108005.51,109142.50,224401
2020-04-24,109224.69,110178.51,106013.23,107024.22,101971
2020-04-27,106376.48,106999.99,103662.01,105938.69,100686
2020-04-28,106314.38,106490.39,104223.97,104743.98,75054
2020-04-29,103288.03,103980.64,101312.14,103680.55,109305
2020-04-30,103653.06,105353.75,102904.65,103350.49,135331
2020-05-01,103642.93,104366.78,103281.65,103323.43,179297
2020-05-04,103216.58,104317.12,103110.22,103233.95,258267
2020-05-05,103944.84,105190.92,102074.96,102411.38,168970
2020-05-06,102532.66,103025.88,101634.59,102573.53,243250
2020-05-07,102368.52,103896.09,97153.39,98061.99,109050
2020-05-08,98147.84,104010.50,98001.65,101861.75,64228
2020-05-11,101707.46,104741.75,101291.44,103663.42,224178
2020-05-12,104455.69,105034.17,97149.89,98981.83,153571
2020-05-13,98971.38,100707.35,97830.23,100673.74,187252
2020-05-14,100564.52,105541.93,99364.09,104087.18,380400
2020-05-15,104536.04,108168.20,103596.27,107096.67,68402
2020-05-18,107016.40,107201.72,102096.38,102113.06,288383
2020-05-19,102161.03,104224.32,100839.54,102140.51,395023
2020-05-20,102183.17,102297.49,100164.73,100751.19,275253
2020-05-21,100488.02,100565.39,98104.70,98889.73,501000
2020-05-22,98732.56,99926.63,98253.78,98872.66,424259
2020-05-25,98817.41,100858.82,98698.12,99130.15,337806
2020-05-26,99165.51,100301.94,97911.64,98177.04,286096
2020-05-27,98345.26,101620.60,98171.52,101551.69,177599
2020-05-28,101790.53,103689.64,101470.59,103273.02,130642
2020-05-29,103285.46,104825.00,102781.01,104633.49,138808
2020-06-01,104344.08,107341.27,103986.10,107170.02,245262
2020-06-02,106265.92,107009.53,104417.92,104944.80,263174
2020-06-03,105564.08,106548.52,103223.99,104227.30,106106
2020-06-04,104041.02,106097.27,102171.67,105120.25,357978
2020-06-05,105069.95,105221.94,102095.23,103801.33,573798
2020-06-08,103779.78,105034.54,101967.55,103060.78,137256
2020-06-09,103431.87,103888.34,101059.08,101907.86,77880
2020-06-10,102494.52,103221.15,100409.16,100900.77,132551
2020-06-11,101846.34,104891.18,100712.88,102812.94,137843
2020-06-12,102737.70,106231.79,102256.04,105446.95,199294
2020-06-15,105337.51,107259.11,105281.78,106818.29,75980
2020-06-16,106946.02,112112.72,106015.39,109309.41,150719
2020-06-17,109604.07,112908.35,109318.05,112494.67,303575
2020-06-18,112272.46,113920.35,109377.83,110223.53,198570
2020-06-19,110263.20,112347.44,109237.80,112164.02,186721
2020-06-22,112717.43,112878.14,110487.67,110550.03,215895
2020-06-23,109937.90,110007.96,105045.93,105376.45,470896
2020-06-24,105876.34,106474.16,102989.72,103350.86,100512
2020-06-25,102386.11,103536.07,97562.45,98753.26,51481
2020-06-26,98782.67,98900.61,96389.53,97815.50,107091
2020-06-29,98089.19,101870.74,97075.52,101559.47,135659
2020-06-30,102079.27,102448.07,101284.28,101593.18,96720
2020-07-01,101267.12,105669.39,100873.12,104264.10,143318
2020-07-02,104333.02,104884.99,102844.54,103319.12,260712
2020-07-03,102893.88,103842.67,100871.00,101457.22,112941
2020-07-06,101241.32,103146.66,99867.56,102149.12,198956
2020-07-07,102528.42,103750.18,101653.26,101772.99,152638
2020-07-08,101659.20,103823.58,100721.12,101729.61,93598
2020-07-09,101644.30,104353.70,100198.95,103690.88,110606
2020-07-10,103587.62,104261.05,100748.84,101555.69,406512
2020-07-13,102250.03,104147.93,98514.89,100441.87,96013
2020-07-14,100467.37,104678.95,98554.39,104416.39,182773
2020-07-15,104667.71,106234.75,103512.08,104166.88,142847
2020-07-16,103949.33,105219.76,99169.51,100114.02,286446
2020-07-17,100192.25,103151.42,98478.90,102878.80,261948
2020-07-20,104132.62,105461.95,103220.77,103852.69,52270
2020-07-21,103474.10,104747.92,101488.02,103699.89,110064
2020-07-22,103461.09,104341.33,103391.59,103562.12,195885
2020-07-23,103259.06,104704.06,101227.25,102019.82,113270
2020-07-24,102796.33,104135.05,102021.23,103281.99,144864
2020-07-27,103761.87,105707.15,102973.66,105148.63,227695
2020-07-28,105126.91,105967.24,101633.73,101986.37,92668
2020-07-29,102681.39,102807.31,100943.54,102324.85,113268
2020-07-30,102963.26,103174.17,102194.71,102442.50,324290
2020-07-31,103201.78,105082.31,102431.28,103225.98,167850
2020-08-03,103173.06,104430.35,98912.83,101788.46,129646
2020-08-04,102456.63,106248.78,101481.40,105613.05,438396
2020-08-05,106455.72,110313.78,105758.44,108578.21,90096
2020-08-06,108115.08,110184.67,105709.07,109864.32,94905
2020-08-07,109496.27,110399.27,106158.10,107196.55,334873
2020-08-10,106886.57,107126.02,106584.80,106790.79,71752
2020-08-11,106620.97,111326.92,106198.00,107970.35,321306
2020-08-12,107209.50,108341.66,106315.88,107420.44,170918
2020-08-13,107418.76,108828.39,101589.26,102311.20,150220
2020-08-14,102135.14,102208.13,98413.72,99260.15,73922
2020-08-17,98694.25,99336.43,92813.70,93520.34,217937
2020-08-18,93451.21,94097.03,92183.34,93816.00,25096
2020-08-19,93682.64,95249.52,93673.68,94449.26,140203
2020-08-20,94695.98,95296.65,87898.10,89516.24,417980
2020-08-21,89695.96,90162.41,87739.48,87807.22,91971
2020-08-24,87743.74,88035.73,86072.31,87020.32,164586
2020-08-25,87305.40,91169.10,86962.21,90242.13,71785
2020-08-26,90405.50,91829.31,87058.48,88222.74,116921
2020-08-27,88344.77,92768.85,87954.06,91145.89,239661
2020-08-28,91171.84,94343.43,90373.71,93684.55,68131
2020-08-31,93450.47,96416.65,93000.97,96139.49,518852
2020-09-01,95545.42,98428.15,95503.41,97343.98,130061
2020-09-02,97592.37,100477.52,96651.27,99208.40,169835
2020-09-03,98997.02,99645.35,94854.91,95813.72,274637
2020-09-04,95996.18,99760.88,95072.94,99254.26,74817
2020-09-07,99344.13,101145.02,98423.44,100172.42,107676
2020-09-08,100472.84,100735.89,99509.14,100621.11,174594
2020-09-09,100151.55,102078.67,98932.72,101337.68,606885
2020-09-10,101370.77,102010.77,98132.77,98981.22,195195
2020-09-11,98852.73,100294.36,98000.04,98454.50,288747
2020-09-14,98714.05,99356.67,95622.14,96942.01,230317
2020-09-15,97311.79,99661.42,95857.08,98506.45,232706
2020-09-16,97379.40,100808.01,95043.52,100342.95,145918
2020-09-17,100238.19,101493.30,98109.76,98347.97,224158
2020-09-18,98723.19,103679.67,97370.81,103650.14,223662
2020-09-21,104509.58,105096.90,101903.24,102682.42,57545
2020-09-22,102412.62,106172.62,102163.34,104984.47,142449
2020-09-23,104153.13,105102.24,102334.37,104878.74,346037
2020-09-24,105052.02,105870.29,103489.34,103794.83,239341
2020-09-25,104254.74,104658.55,99926.48,101666.18,80522
2020-09-28,101550.51,102051.34,99759.58,100063.57,69332
2020-09-29,99683.25,106464.37,98612.18,105583.08,194611
2020-09-30,105445.29,106559.91,104094.87,106280.47,46498
2020-10-01,106097.78,106739.08,105057.62,105421.29,92062
2020-10-02,105642.48,105883.49,104151.66,105286.85,354187
2020-10-05,104850.39,104866.50,103599.74,104107.89,115493
2020-10-06,103882.56,104927.16,96897.87,99224.42,226531
2020-10-07,99586.71,103766.30,99320.23,102899.01,202722
2020-10-08,102358.35,103517.25,101214.38,103310.97,359374
2020-10-09,103314.99,103805.32,101107.01,103756.42,90322
2020-10-12,103476.47,104272.29,103161.37,103631.08,100158
2020-10-13,103296.42,106348.94,103144.59,106053.34,119235
2020-10-14,106539.79,107511.08,104746.33,107187.12,277494
2020-10-15,106048.76,106056.62,104567.29,105309.68,72724
2020-10-16,105406.74,107715.50,104967.95,106462.34,143919
2020-10-19,106210.23,108933.50,104937.81,107714.35,263196
2020-10-20,107537.29,111758.72,107284.63,111744.79,91962
2020-10-21,111766.89,111776.11,106793.92,107379.63,155844
2020-10-22,107049.64,111695.26,105382.61,109439.45,149332
2020-10-23,108214.50,109888.60,107404.95,108768.27,338186
2020-10-26,108725.63,110617.94,105033.44,105490.47,115084
2020-10-27,105079.57,106328.37,102050.39,102842.64,189087
2020-10-28,102973.09,104558.74,101622.64,102139.44,72034
2020-10-29,102624.44,103925.67,97259.64,98796.15,184488
2020-10-30,98470.06,100080.40,98428.53,100066.96,83335
2020-11-02,100344.44,103253.83,99680.45,102772.88,308454
2020-11-03,103017.96,105247.96,102935.61,104772.11,139690
2020-11-04,104148.48,105034.87,103709.49,103979.57,135577
2020-11-05,103647.38,111210.61,102778.23,110273.32,138312
2020-11-06,110295.27,111215.50,109831.50,110570.18,148811
2020-11-09,110862.53,114348.28,108349.20,113740.83,300579
2020-11-10,113276.74,113571.96,106976.35,107446.65,317861
2020-11-11,106483.79,108157.36,106245.13,106572.43,83343
2020-11-12,106419.44,110221.05,106377.47,109365.79,223787
2020-11-13,109394.93,111185.36,104890.65,105629.82,245065
2020-11-16,106286.86,107237.46,105233.15,105966.34,274675
2020-11-17,105972.78,106692.33,99972.70,101553.74,177291
2020-11-18,101816.78,104886.99,101120.50,102974.61,703356
2020-11-19,103218.88,109534.63,101820.68,108080.12,157759
2020-11-20,108248.35,109494.75,106844.80,107152.01,241537
2020-11-23,108011.51,109002.42,105533.02,106709.15,325880
2020-11-24,106016.78,107778.73,105900.71,106743.16,153171
2020-11-25,107078.95,109230.17,107070.68,108522.90,130810
2020-11-26,107652.85,108104.34,106574.98,107900.41,326128
2020-11-27,107372.13,109168.26,106775.17,108299.49,104992
2020-11-30,108529.13,109486.39,108304.53,109326.10,199575
2020-12-01,109347.31,110278.93,107649.00,110161.60,72231
2020-12-02,110537.03,111193.37,108560.42,109063.31,99371
2020-12-03,108797.79,111333.44,107133.49,111150.00,222093
2020-12-04,110677.91,111565.43,109923.48,110162.68,42841
2020-12-07,109702.84,111003.63,108802.69,110334.35,45530
2020-12-08,110767.49,111034.03,107444.27,107878.60,226062
2020-12-09,107961.14,112752.08,104461.16,111225.88,80159
2020-12-10,111782.75,116530.02,109744.24,113849.66,309028
2020-12-11,113556.38,114390.96,113414.43,113433.48,53114
2020-12-14,113465.35,114959.62,112810.65,114708.64,155685
2020-12-15,114655.59,120075.31,113458.91,118470.70,50387
2020-12-16,118768.27,123891.36,116504.60,123293.18,649120
2020-12-17,123663.22,125124.24,122922.16,124762.71,155894
2020-12-18,124367.61,124755.88,124358.17,124703.27,117528
2020-12-21,124873.62,127487.47,124207.44,124887.49,67849
2020-12-22,125851.59,130943.74,125527.18,130232.20,156919
2020-12-23,129877.23,133676.09,128834.64,131072.05,138411
2020-12-24,131261.91,132317.38,127846.99,128222.85,322239
2020-12-25,128719.09,130046.14,127446.66,129748.58,293308
2020-12-28,129987.00,132839.55,129108.89,132040.16,107400
2020-12-29,131983.67,133193.82,131757.53,132765.07,473839
2020-12-30,133372.68,133671.33,128584.13,130102.87,287495
2020-12-31,129931.78,136570.44,128308.89,135057.43,235379
2021-01-01,135408.19,135477.76,132418.27,135208.52,169983
2021-01-04,134533.22,137165.04,133650.01,135892.67,141700
2021-01-05,135938.84,136657.19,135077.89,135456.40,337764
2021-01-06,134873.08,136674.86,129820.95,131335.61,141040
2021-01-07,132229.12,133821.83,130569.95,132100.97,102403
2021-01-08,131933.72,134714.77,131731.15,134053.64,285843
2021-01-11,134966.43,136110.41,134373.89,134868.92,112480
2021-01-12,134717.02,140605.99,134586.64,140020.81,312691
2021-01-13,139504.32,141508.27,139442.42,139972.01,237904
2021-01-14,140455.95,140870.12,136789.21,139926.11,89300
2021-01-15,140375.07,142427.77,139361.85,139414.10,117037
2021-01-18,139726.93,142354.10,137448.48,141674.57,276020
2021-01-19,141328.87,144710.06,141160.86,144276.58,427459
2021-01-20,143325.55,143469.38,139235.45,140911.43,62518
2021-01-21,139977.14,141519.24,139533.32,141097.76,128781
2021-01-22,140828.02,143612.28,139587.71,141773.04,97914
2021-01-25,141456.56,145352.08,139693.80,144007.98,165114
2021-01-26,143641.84,144793.58,142693.11,142816.47,86396
2021-01-27,142727.27,142888.59,140745.33,141534.42,85131
2021-01-28,142068.13,146001.72,140908.77,144206.82,146388
2021-01-29,144684.20,145569.11,144309.37,145103.07,417729
2021-02-01,145269.51,149366.49,143337.24,144744.30,329749
2021-02-02,145201.24,149255.84,144239.01,146711.06,412215
2021-02-03,146664.11,151207.10,145401.14,149203.08,176922
2021-02-04,149054.85,152088.07,147924.47,148607.92,82384
2021-02-05,148166.01,148890.40,147613.34,147976.59,102137
2021-02-08,147705.98,152799.23,147339.04,150206.22,183711
2021-02-09,149930.53,154684.75,148282.64,154572.80,152523
2021-02-10,156172.54,156641.21,154549.19,154691.46,99054
2021-02-11,154074.59,157191.93,152046.81,155636.47,559223
2021-02-12,156428.06,160064.51,155849.66,159381.60,620183
2021-02-15,160437.23,163438.71,155597.91,156661.23,151076
2021-02-16,155594.81,155816.58,153569.15,155753.69,278642
2021-02-17,156960.74,159105.12,156031.03,156706.83,176090
2021-02-18,157515.28,163555.80,156062.85,162413.33,118928
2021-02-19,162598.86,163527.76,160492.34,160884.29,79799
2021-02-22,161194.65,162934.14,157150.86,158871.61,146495
2021-02-23,159091.21,162653.88,159041.46,161215.12,72676
2021-02-24,161437.15,168615.13,160703.53,166384.34,91091
2021-02-25,168080.70,172206.31,167578.67,172028.90,301607
2021-02-26,171612.41,173284.32,168953.83,171433.81,234988
2021-03-01,171139.62,171951.71,164424.30,167130.14,163147
2021-03-02,166960.33,172110.57,166638.08,171806.00,145998
2021-03-03,170605.19,170726.75,169190.19,169387.17,141707
2021-03-04,168545.17,169753.36,162157.76,165635.99,701729
2021-03-05,166052.98,173165.29,165661.51,171138.35,125289
2021-03-08,170969.86,180028.73,170182.64,179786.83,111887
2021-03-09,179669.53,183457.28,178232.15,182534.63,92780
2021-03-10,180710.52,183748.98,178929.63,181983.21,62302
2021-03-11,180780.21,182256.86,180495.77,180607.32,71864
2021-03-12,181097.33,181769.85,175694.48,178264.23,35531
2021-03-15,177439.51,179190.57,173928.60,175025.85,226849
2021-03-16,174819.60,179640.16,172301.00,179271.16,227891
2021-03-17,179456.47,180415.78,175489.34,178940.57,115852
2021-03-18,180175.33,184185.76,179772.39,182897.69,251872
2021-03-19,182829.28,186363.11,182498.27,184466.48,71400
2021-03-22,185201.41,185909.77,180061.52,183012.87,180957
2021-03-23,182720.64,186158.44,180321.23,185456.36,218937
2021-03-24,185477.05,185574.18,183256.19,185417.51,115047
2021-03-25,185210.77,191081.22,182466.60,190065.07,81562
2021-03-26,190173.25,198590.08,187997.52,198217.06,185426
2021-03-29,198629.16,199901.69,196168.21,196221.80,322665
2021-03-30,196226.33,202025.99,194047.88,199467.66,152732
2021-03-31,199399.65,208458.51,199038.39,205755.59,106604
2021-04-01,204883.46,206226.42,201231.80,206124.18,171634
2021-04-02,207109.26,208811.07,206505.36,208703.11,89251
2021-04-05,207929.95,210223.16,203288.23,207372.97,153144
2021-04-06,207501.97,207596.45,206072.93,207437.64,112517
2021-04-07,206357.01,207954.95,198457.88,201610.76,81692
2021-04-08,201319.90,202069.83,197327.66,201814.95,101967
2021-04-09,202983.24,206293.04,200382.68,204755.03,177611
2021-04-12,203480.55,207851.69,201413.01,201710.00,166567
2021-04-13,201620.75,202783.54,201466.12,201661.03,153067
2021-04-14,202443.42,207805.67,202210.54,207553.67,97959
2021-04-15,209103.63,215726.83,208085.08,213594.08,257623
2021-04-16,212804.90,214258.77,211117.28,212668.01,172276
2021-04-19,212798.69,215185.62,210998.42,212840.12,236661
2021-04-20,214149.35,217700.33,212313.99,217136.36,90504
2021-04-21,217675.99,221418.40,209920.99,212061.18,141940
2021-04-22,213254.48,214432.59,207604.43,207943.73,208169
2021-04-23,207842.64,210027.85,201682.63,202344.69,317848
2021-04-26,201349.23,203723.98,195675.67,203054.10,141822
2021-04-27,203392.30,206699.67,198835.45,201394.94,159423
2021-04-28,200165.40,201984.58,191246.15,192820.60,415681
2021-04-29,193031.19,198466.78,192532.83,198402.31,379315
2021-04-30,198212.85,199999.31,191342.72,193438.62,80445
2021-05-03,193488.59,206839.79,192350.18,202250.51,137352
2021-05-04,202014.47,206916.65,201021.42,206487.15,132916
2021-05-05,206498.24,208728.26,203729.22,204656.64,144955
2021-05-06,204441.91,209320.69,203496.64,208599.68,149224
2021-05-07,208323.93,210785.78,207633.23,210339.07,129324
2021-05-10,209518.07,212808.23,207782.50,211439.64,302535
2021-05-11,210210.90,212310.93,209161.93,211572.61,227927
2021-05-12,211537.52,211929.54,209948.38,210912.07,75056
2021-05-13,209856.37,217391.77,209248.00,214985.37,316504
2021-05-14,214893.51,215859.92,211336.21,213568.46,531518
