date,open,high,low,close,volume
2020-03-23,78592.18,78920.44,74439.42,76217.12,249586
2020-03-24,76266.23,78209.29,76252.49,77365.50,95634
2020-03-25,77458.19,78696.11,74402.72,74814.59,147611
2020-03-26,74600.61,75374.92,72050.72,72289.35,341773
2020-03-27,72562.00,75413.28,71759.69,75395.27,142337
2020-03-30,75187.94,75614.90,74252.52,74836.36,277798
2020-03-31,75112.20,76049.26,75015.54,75329.98,259035
2020-04-01,75210.07,76470.25,72982.18,73748.96,63319
2020-04-02,73594.97,73866.91,71253.63,71354.96,153286
2020-04-03,71224.92,72080.10,69731.52,70549.95,71972
2020-04-06,70836.46,70837.35,65797.01,66930.79,140714
2020-04-07,66846.68,67192.93,65410.57,66353.51,128853
2020-04-08,66609.43,68501.65,65917.58,67130.17,163043
2020-04-09,67182.18,67974.75,63745.21,64820.31,189236
2020-04-10,64808.15,66109.92,64428.72,65701.01,419649
2020-04-13,65559.63,65986.60,64898.58,65568.99,232680
2020-04-14,65087.56,65741.99,61681.38,62455.44,242395
2020-04-15,62338.68,64634.38,62236.98,64263.32,250829
2020-04-16,64075.85,64327.50,62550.86,63240.80,416506
2020-04-17,63111.34,65127.40,62905.22,64153.79,429777
2020-04-20,64347.60,65151.05,63082.44,63545.11,28778
2020-04-21,64030.33,65036.24,64016.63,64532.20,186046
2020-04-22,64744.83,64936.28,64717.72,64931.82,109449
2020-04-23,65426.04,66082.32,64003.70,64068.24,213360
2020-04-24,64337.95,64372.26,63085.23,63168.90,134611
2020-04-27,63326.22,65168.95,62904.11,64121.51,381576
2020-04-28,63821.86,66249.69,63006.86,65620.01,421321
2020-04-29,65287.26,67413.61,65287.14,66546.41,194440
2020-04-30,66747.17,67010.24,64959.84,65309.40,209187
2020-05-01,65321.64,65582.58,64751.37,65076.16,191793
2020-05-04,65077.95,65251.57,64747.20,65163.59,231479
2020-05-05,65418.57,66621.95,65244.92,66464.75,119515
2020-05-06,66812.32,69050.50,66651.31,68654.00,342313
2020-05-07,68794.08,69207.55,67469.50,67595.93,128414
2020-05-08,67668.92,68426.59,66027.86,66120.95,257101
2020-05-11,66086.56,67094.73,62974.06,63940.65,64481
2020-05-12,63181.02,63789.03,63072.21,63583.44,150402
2020-05-13,63556.12,64096.51,60859.01,62213.66,465530
2020-05-14,61911.51,62831.52,60985.29,62611.36,170086
2020-05-15,62246.51,63697.16,62205.52,63086.35,276388
2020-05-18,62713.66,65428.84,62374.14,64550.81,218615
2020-05-19,64756.01,65610.18,64207.50,65129.73,74895
2020-05-20,65100.54,66326.74,63954.59,65651.74,345354
2020-05-21,65059.26,66484.02,64098.17,65989.10,340415
2020-05-22,65925.34,67228.06,64604.44,65555.08,416810
2020-05-25,65342.26,67269.45,64455.99,66415.71,85414
2020-05-26,66332.55,66550.14,65550.60,66340.07,107246
2020-05-27,65911.83,67633.52,64958.10,67090.05,128963
2020-05-28,67507.90,69671.48,66922.15,68631.94,89055
2020-05-29,68605.11,68666.48,68603.72,68626.59,93238
2020-06-01,68174.69,68685.45,64984.29,65679.20,120458
2020-06-02,65443.20,67278.92,65027.11,66684.84,105957
2020-06-03,66872.90,67627.55,66748.05,67365.57,147731
2020-06-04,67142.99,68616.55,65935.09,68056.57,409696
2020-06-05,68065.87,71481.96,67032.75,70500.77,81488
2020-06-08,70620.45,70757.97,68953.91,69435.85,204086
2020-06-09,69101.41,69173.24,65859.69,67099.21,105744
2020-06-10,66551.82,67909.52,66334.12,67515.39,115904
2020-06-11,67747.52,69158.99,66927.30,68082.71,215311
2020-06-12,68071.49,68561.73,66446.62,66671.34,163178
2020-06-15,66643.58,66869.25,64121.71,64202.72,450482
2020-06-16,64224.58,64773.28,64127.80,64445.57,310492
2020-06-17,64210.90,64920.40,63961.51,64797.52,202734
2020-06-18,64706.53,65211.24,64622.28,64682.64,136272
2020-06-19,64706.08,66801.47,64668.85,65830.57,194786
2020-06-22,65727.36,66083.15,62628.79,63973.79,97361
2020-06-23,64044.28,65955.83,63439.19,65596.01,100578
2020-06-24,65145.84,67244.87,64115.11,66057.35,174999
2020-06-25,65924.02,68953.79,64692.59,68387.92,255167
2020-06-26,68009.44,68355.37,67739.84,68304.21,46771
2020-06-29,68394.58,70051.58,67795.51,69360.90,357738
2020-06-30,69439.70,69471.60,67749.27,68579.98,260970
2020-07-01,68636.39,69035.64,67671.30,67911.68,139448
2020-07-02,68176.13,68538.70,63228.18,64821.51,123954
2020-07-03,65284.67,69226.50,63556.97,68752.46,301737
2020-07-06,68902.87,70463.46,68752.10,70348.16,105755
2020-07-07,69895.82,70099.12,66867.31,68783.47,173766
2020-07-08,68631.33,69474.43,67728.47,68318.70,212555
2020-07-09,67914.65,68618.79,67349.83,67584.51,97874
2020-07-10,68082.45,70095.72,67381.36,69698.39,191918
2020-07-13,69192.83,70104.56,68561.93,69113.16,339730
2020-07-14,69424.04,70038.74,67263.93,67980.79,182119
2020-07-15,67704.50,67909.27,67389.84,67823.09,134070
2020-07-16,67790.46,68351.35,65806.88,66017.81,134166
2020-07-17,65814.97,67180.33,65613.80,66894.66,268432
2020-07-20,66791.59,68723.89,66140.71,68582.89,751380
2020-07-21,68248.24,69675.71,66851.00,68060.01,241074
2020-07-22,68338.89,69257.29,67032.97,67227.72,169873
2020-07-23,67018.75,70000.46,66433.03,69830.21,122330
2020-07-24,70236.85,71527.33,68755.24,71067.98,243229
2020-07-27,71036.32,71732.99,68621.30,69081.09,118158
2020-07-28,69081.88,70052.70,69060.20,69378.99,199080
2020-07-29,69345.59,71546.88,69059.31,71384.19,481772
2020-07-30,71424.27,71862.15,71015.05,71193.48,157313
2020-07-31,70572.79,73097.38,70360.35,72647.41,224139
2020-08-03,72577.65,73227.07,72367.94,73141.26,257307
2020-08-04,73171.11,73482.86,71820.18,72603.31,100534
2020-08-05,72585.47,73486.65,70701.14,71432.07,179779
2020-08-06,71336.60,71914.35,69997.32,70952.31,301647
2020-08-07,70984.81,71743.53,69738.33,69868.60,92965
2020-08-10,70155.68,71223.31,70095.56,70489.02,219637
2020-08-11,70483.92,71602.83,68891.36,70756.09,155374
2020-08-12,70489.07,74615.73,70366.09,73583.24,263212
2020-08-13,73177.21,73455.62,72084.59,72721.22,796141
2020-08-14,72747.04,73424.67,69929.19,70547.56,164839
2020-08-17,70537.78,74563.41,69912.76,73067.20,169866
2020-08-18,73100.99,74564.70,71563.84,71810.29,360926
2020-08-19,71897.89,72825.18,71257.17,72413.30,327647
2020-08-20,72100.19,73663.87,71517.28,73623.79,127776
2020-08-21,73691.34,74661.85,72427.25,73952.97,90311
2020-08-24,73707.83,74265.06,71911.71,72257.38,94982
2020-08-25,72320.71,74179.88,72215.11,73519.07,96971
2020-08-26,73421.62,73648.08,72872.24,73045.46,298612
2020-08-27,73517.21,73968.83,73323.75,73734.25,184592
2020-08-28,74062.58,74590.75,71325.65,71987.18,102546
2020-08-31,71698.82,72860.36,71454.50,72131.90,167958
2020-09-01,72235.48,74139.87,72211.30,73171.63,168160
2020-09-02,73319.87,73738.88,72488.04,73651.72,159457
2020-09-03,73073.55,73499.33,72720.29,72886.84,145224
2020-09-04,72959.75,73027.34,72693.91,72961.71,62045
2020-09-07,72860.37,73666.86,70077.20,70387.96,211396
2020-09-08,70655.31,72343.63,69656.57,72204.73,258999
2020-09-09,72070.87,72864.61,71090.48,72239.30,88732
2020-09-10,72001.16,72428.51,70096.91,70647.36,104153
2020-09-11,70838.54,73128.23,70162.66,72842.73,133814
2020-09-14,72484.40,75928.86,72210.36,75351.55,90377
2020-09-15,75338.17,77001.16,75012.01,76964.76,200934
2020-09-16,76977.89,77280.25,75655.45,77008.57,326451
2020-09-17,76823.71,77200.26,76371.61,76472.85,293966
2020-09-18,76323.23,76819.46,75800.42,76681.23,219482
2020-09-21,76311.94,77216.76,74720.06,75005.78,96141
2020-09-22,75496.09,76157.79,75039.24,75818.53,288207
2020-09-23,75561.73,75757.95,73941.75,74096.11,246740
2020-09-24,74245.21,75103.80,73101.14,73326.99,91152
2020-09-25,73204.90,73259.87,69926.20,70737.83,67149
2020-09-28,70654.72,72070.38,69666.68,71514.47,167631
2020-09-29,71100.99,71952.48,71004.99,71703.42,111369
2020-09-30,71277.11,72137.35,68170.17,69809.23,64853
2020-10-01,69918.87,72444.72,69212.29,71854.50,208871
2020-10-02,71948.59,75452.80,71035.70,74680.82,66297
2020-10-05,73990.45,74924.11,72152.57,74370.34,116420
2020-10-06,74646.71,75156.33,73346.34,73836.05,199744
2020-10-07,74177.03,75366.25,73536.06,74069.24,404577
2020-10-08,73735.50,75678.72,73437.99,73683.67,131651
2020-10-09,73675.73,74848.59,73329.03,74471.36,637534
2020-10-12,74394.10,76977.40,73323.23,75652.75,232979
2020-10-13,75833.43,77052.02,73544.72,74401.30,680905
2020-10-14,74437.29,75048.34,72299.82,72606.15,246313
2020-10-15,72574.15,74850.35,72144.48,73671.63,158111
2020-10-16,73367.02,75651.78,72184.79,74905.74,220527
2020-10-19,75043.54,75403.10,71064.63,71610.05,82387
2020-10-20,71966.04,73222.27,70205.13,71255.83,161731
2020-10-21,70964.06,71114.27,68864.78,69201.41,159607
2020-10-22,68974.64,70319.93,68934.66,69873.60,54369
2020-10-23,69758.70,70020.88,68311.67,68715.97,222210
2020-10-26,68577.32,69450.77,67892.61,68202.48,173561
2020-10-27,68014.67,69856.93,67517.86,68783.28,558652
2020-10-28,68706.83,70182.01,68216.06,70143.16,203180
2020-10-29,69713.58,69882.30,67088.93,67248.25,68752
2020-10-30,66979.98,67314.73,66069.95,66519.70,147886
2020-11-02,66597.13,66865.25,65906.21,66334.60,137050
2020-11-03,66305.92,67232.00,65093.16,65329.12,370713
2020-11-04,65077.56,65739.42,63194.57,63349.29,202035
2020-11-05,63368.96,64472.51,59454.46,60442.68,192884
2020-11-06,60761.99,62334.77,60511.49,62224.46,117741
2020-11-09,62500.68,63390.49,61943.11,62446.97,191681
2020-11-10,62095.83,63096.02,60606.52,61184.94,169956
2020-11-11,61109.82,62817.98,60529.74,62304.10,139216
2020-11-12,62610.13,63063.21,60738.74,61983.34,270023
2020-11-13,61797.45,62272.70,60436.31,61930.00,273797
2020-11-16,61940.54,64175.34,61122.57,63951.54,310827
2020-11-17,63652.90,64220.66,62232.99,62333.15,76318
2020-11-18,62725.79,64662.67,62484.11,63980.84,382495
2020-11-19,64141.33,64310.55,62346.79,62994.10,152856
2020-11-20,63256.70,65726.46,62478.47,64405.63,130627
2020-11-23,64402.26,66057.57,64192.93,65608.75,673759
2020-11-24,65356.12,66468.35,65108.94,65959.95,120976
2020-11-25,65627.38,67288.29,65490.68,66932.95,453183
2020-11-26,66473.54,67773.55,65346.81,67583.31,576004
2020-11-27,67511.59,70192.13,66833.11,69402.36,49138
2020-11-30,69132.41,69536.04,65789.50,66902.71,125537
2020-12-01,67200.25,67405.70,65836.13,66025.34,184150
2020-12-02,66060.22,68668.78,65714.71,67766.83,63967
2020-12-03,68052.43,70786.74,67968.06,70612.44,201667
2020-12-04,71022.91,72129.68,70514.09,71900.50,500127
2020-12-07,71667.04,73568.87,71611.44,71988.59,155792
2020-12-08,71836.32,72699.27,70419.39,71333.64,211370
2020-12-09,71262.48,74380.95,69370.84,72908.30,131880
2020-12-10,73522.42,76812.42,73068.70,76522.84,246256
2020-12-11,76477.38,76487.23,73812.26,74050.17,67018
2020-12-14,73787.18,73916.22,72527.28,73601.65,126962
2020-12-15,73569.50,74610.01,70135.26,70201.49,121902
2020-12-16,70257.08,72779.39,69031.51,72608.84,145563
2020-12-17,73351.35,73687.66,71937.08,72933.65,321952
2020-12-18,73143.45,73735.15,72597.54,73555.89,138053
2020-12-21,73451.00,74043.52,72994.43,73397.44,203091
2020-12-22,73561.98,75538.64,73321.20,73776.05,100480
2020-12-23,74320.50,75714.38,73459.66,75653.88,225250
2020-12-24,75828.81,76130.68,72993.91,73129.31,274126
2020-12-25,72865.35,73046.12,70487.17,70778.51,206474
2020-12-28,70587.03,71005.82,67169.67,67617.38,152223
2020-12-29,67766.67,69048.79,67282.45,68636.59,92571
2020-12-30,68688.14,68816.83,66897.01,67023.11,56078
2020-12-31,66876.85,68104.30,65572.92,66268.34,166868
2021-01-01,65823.67,66458.48,63817.07,64415.11,138568
2021-01-04,65031.26,67278.13,64428.85,67014.30,104387
2021-01-05,66703.38,68918.75,66197.80,68638.79,83076
2021-01-06,68060.22,70175.03,67806.68,69750.35,257851
2021-01-07,69859.48,69860.74,68976.56,69205.04,1027807
2021-01-08,69040.90,69150.68,66310.03,66856.83,199647
2021-01-11,66519.53,67390.35,66102.27,66772.56,217061
2021-01-12,66943.83,69273.75,65925.02,67774.12,203263
2021-01-13,68195.23,69904.73,67836.66,68961.97,157956
2021-01-14,68951.60,69399.23,65692.82,67023.14,336997
2021-01-15,67004.45,68487.76,66086.57,67853.02,118361
2021-01-18,68025.46,68825.37,67783.33,68150.19,1203788
2021-01-19,68242.49,71626.00,67384.96,70740.85,80027
2021-01-20,70432.26,70515.52,65615.64,66307.48,66691
2021-01-21,65906.12,68081.02,65454.32,68001.52,188606
2021-01-22,67853.85,68260.89,67361.02,67582.76,96486
2021-01-25,66971.28,67564.14,66113.10,66226.44,353802
2021-01-26,66296.25,66330.28,62737.80,63605.54,146014
2021-01-27,64181.46,64754.52,62709.65,62912.01,275201
2021-01-28,63107.70,64116.75,62750.35,63398.50,290480
2021-01-29,63698.42,64006.01,63007.83,63088.43,138598
2021-02-01,63064.73,64580.80,61134.15,61821.01,197334
2021-02-02,61522.46,61650.78,59089.56,60388.34,70349
2021-02-03,59966.43,61420.62,59801.96,60810.92,177342
2021-02-04,60936.43,62056.42,58929.80,60080.95,236661
2021-02-05,59899.19,60146.54,57291.83,58189.53,150912
2021-02-08,58057.62,60048.24,57806.53,58724.20,301001
2021-02-09,59204.61,59881.40,59018.15,59829.38,177416
2021-02-10,59962.07,59964.91,58995.27,59053.99,178711
2021-02-11,59117.38,59555.75,57943.87,58051.06,124124
2021-02-12,57897.55,58154.37,57544.82,58150.15,139920
2021-02-15,58559.05,58614.70,56984.92,57681.03,172772
2021-02-16,57633.51,58523.42,57265.34,57793.43,71107
2021-02-17,57302.07,58328.95,57235.30,58136.07,303707
2021-02-18,58400.29,59086.02,58158.40,58162.33,768536
2021-02-19,58792.22,58899.40,58114.62,58412.15,99172
2021-02-22,58714.16,62882.66,58234.23,62166.40,148030
2021-02-23,62705.23,63178.67,61131.43,61477.72,313640
2021-02-24,61432.61,64493.92,60865.39,64286.18,79475
2021-02-25,64163.77,64691.21,62780.37,63488.72,470806
2021-02-26,63558.31,63872.15,61830.62,62364.81,318262
2021-03-01,62200.71,62474.83,60103.28,60899.80,94191
2021-03-02,61285.92,62372.99,58829.39,59076.76,277710
2021-03-03,59509.05,62636.06,59046.28,61709.00,146689
2021-03-04,61843.13,62072.05,59202.01,60216.35,197174
2021-03-05,60222.27,61001.58,60127.30,60322.22,148194
2021-03-08,60248.10,60275.16,58792.80,58878.64,131697
2021-03-09,58700.44,58909.52,57197.01,58336.87,162628
2021-03-10,58128.31,59127.14,57594.17,58894.30,147044
2021-03-11,59060.84,59648.20,57711.70,58871.72,230430
2021-03-12,58794.18,60034.41,58531.68,59959.38,102196
2021-03-15,60093.48,60942.05,57169.01,57173.29,235374
2021-03-16,56980.77,57306.49,55943.90,56445.45,130800
2021-03-17,56377.18,56582.68,55124.14,55708.27,94389
2021-03-18,55976.59,56373.26,55505.01,55952.49,67730
2021-03-19,55923.92,56715.52,55758.76,56675.79,256513
2021-03-22,56966.75,57783.24,55638.32,56238.29,95368
2021-03-23,56251.75,56455.57,56230.94,56270.43,50501
2021-03-24,56247.54,57382.48,56202.25,56585.75,266148
2021-03-25,56425.79,56750.40,55980.29,56382.15,224326
2021-03-26,56363.74,57083.12,54756.28,54789.06,249478
2021-03-29,54608.91,54692.77,53362.43,53516.86,160531
2021-03-30,53587.13,54781.66,52330.81,54437.48,50660
2021-03-31,54449.20,54827.65,53944.68,54704.46,200820
2021-04-01,54860.02,55377.21,54014.81,54027.37,271878
2021-04-02,54215.99,54914.74,51675.79,52072.77,222128
2021-04-05,52323.69,52622.43,51415.73,51776.62,78896
2021-04-06,52037.99,53789.07,51919.32,53213.68,1551015
2021-04-07,53163.73,55510.34,52950.38,55214.62,536025
2021-04-08,55439.62,56417.48,55180.10,55836.53,386411
2021-04-09,55926.59,59068.65,55301.59,58152.94,156041
2021-04-12,58196.01,58979.48,57426.35,58977.88,51628
2021-04-13,58715.27,59721.18,58532.21,59052.12,147319
2021-04-14,59086.34,59826.28,58415.51,59122.32,563355
2021-04-15,59106.85,60822.59,58990.69,60325.46,253250
2021-04-16,60403.95,60988.69,59979.75,60080.29,201086
2021-04-19,59652.38,60441.29,58873.13,60305.39,219693
2021-04-20,60194.49,61681.14,59528.87,61472.09,172774
2021-04-21,61368.35,61879.40,61065.73,61846.70,125337
2021-04-22,61997.87,62665.37,61265.04,61303.41,362082
2021-04-23,61556.87,61847.22,60620.21,61409.07,88021
2021-04-26,61737.91,63770.07,61433.31,63247.93,122813
2021-04-27,63380.30,64651.12,62960.60,63124.40,76870
2021-04-28,63149.53,63740.41,61924.17,63708.90,124136
2021-04-29,63079.97,64576.64,60973.70,62025.71,86887
2021-04-30,62113.61,62902.56,60592.15,61484.41,267053
2021-05-03,61775.57,62485.19,61554.81,61643.16,111451
2021-05-04,61821.78,62512.72,61085.12,61902.58,287301
2021-05-05,61913.91,62529.92,60490.09,61571.44,66140
2021-05-06,61332.74,63211.00,60810.54,62872.53,273685
2021-05-07,63077.40,63499.41,61771.03,63483.95,245898
2021-05-10,63689.61,64343.78,61029.40,61392.26,257780
2021-05-11,61570.92,62052.49,60259.10,60417.07,145836
2021-05-12,60571.99,60760.28,59698.77,60024.14,135440
2021-05-13,60291.33,60790.10,59544.12,59785.64,153277
2021-05-14,59718.42,59797.90,57051.53,57448.24,95305
